source_queue,product_id,product_name,spec_id,model_name,suggested_qty,bucket,shopee_image,old_url,old_offer_id,old_sku_id,old_health,candidate_status,candidate_offer_url,candidate_offer_id,candidate_sku_name,candidate_sku_id,candidate_spec,confidence,reason,method,alt_offer_id,search_query,checked_at,planC_note
P1_no_url,9969182845,隔日到貨🔥 iPhone 保護貼 17 16 15 14 13 12 11 螢幕貼 滿版玻璃 螢幕保護 防窺膜 鋼化膜,85244634854,"13/13pro/16e,防窺膜",30,no_url,https://deo.shopeemobile.com/shopee/shopee-seller-live-sg/mmf_portal_seller_root_dir/static/modules/product-list/image/default-item-model-image.2601159.png,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「iphone 钢化膜 防窥膜」,site_search,,iphone 钢化膜 防窥膜,2026-09-09T04:04:45Z,
P1_no_url,25592099386,隔日到貨🔥 日系字母素色內褲 女生無痕內褲 舒適內褲 冰絲 內褲 冰絲涼感 緊身 運動 女內褲 無痕內褲 暑假,188265663725,"條紋,XL",30,no_url,https://cf.shopee.tw/file/tw-11134207-7rbk1-m6v3ztqco9j30a_tn,,,,,no_candidate,,,,,,,resume 全站搜「日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内」有結果但 SKU／款名對不上,site_search,,日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内,2026-09-09T03:52:57Z,
P1_no_url,25592099386,隔日到貨🔥 日系字母素色內褲 女生無痕內褲 舒適內褲 冰絲 內褲 冰絲涼感 緊身 運動 女內褲 無痕內褲 暑假,188265663718,"灰色,L",30,no_url,https://cf.shopee.tw/file/tw-11134207-7rbkd-m6v3zrcm5q9rf5_tn,,,,,no_candidate,,,,,,,resume 全站搜「日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内」有結果但 SKU／款名對不上,site_search,,日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内,2026-09-09T03:52:57Z,
P1_no_url,25592099386,隔日到貨🔥 日系字母素色內褲 女生無痕內褲 舒適內褲 冰絲 內褲 冰絲涼感 緊身 運動 女內褲 無痕內褲 暑假,188265663715,"白色,L",30,no_url,https://cf.shopee.tw/file/tw-11134207-7rbk9-m6v3zq65vuuc92_tn,,,,,no_candidate,,,,,,,resume 全站搜「日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内」有結果但 SKU／款名對不上,site_search,,日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内,2026-09-09T03:52:57Z,
P1_no_url,19651077286,隔日到貨🔥 iPhone 17 16 15 充電線 Type-C 充電傳輸線 快充線 android 蘋果ipad 安卓,107515001455,"Type-A(USB) to C,20公分",20,no_url,https://cf.shopee.tw/file/tw-11134207-81zto-memnxq980gld63_tn,,,,,no_candidate,,,,,,,resume 全站搜「type-c 充电线」有結果但 SKU／款名對不上,site_search,,type-c 充电线,2026-09-09T03:50:18Z,
P1_no_url,22561129943,隔日到貨🔥 iPhone 17 16 15 充電線 USB3.1 Type-C 支援carplay 快充線 傳輸線 安卓,185418702043,Type-C to C 200公分,20,no_url,https://cf.shopee.tw/file/tw-11134207-7rash-m0lg0o37mqcn5b_tn,,,,,with_candidate,https://detail.1688.com/offer/1079521848519.html,1079521848519,【Type-C 国标铜2A】0.2m,6132936600792,【Type-C 国标铜2A】0.2m&gt;黑色,低,resume全站搜「type-c 数据线 usb」：長度對上,site_search,,type-c 数据线 usb,2026-09-09T03:51:26Z,
P1_no_url,22561129943,隔日到貨🔥 iPhone 17 16 15 充電線 USB3.1 Type-C 支援carplay 快充線 傳輸線 安卓,185418702041,Type-C to C 50公分,20,no_url,https://cf.shopee.tw/file/tw-11134207-7rasb-m0lg0i0khakz49_tn,,,,,with_candidate,https://detail.1688.com/offer/1079521848519.html,1079521848519,【Type-C 国标铜2A】0.5m,6132936600769,【Type-C 国标铜2A】0.5m&gt;白色,低,resume全站搜「type-c 数据线 usb」：長度對上,site_search,,type-c 数据线 usb,2026-09-09T03:51:26Z,
P1_no_url,9969182845,隔日到貨🔥 iPhone 保護貼 17 16 15 14 13 12 11 螢幕貼 滿版玻璃 螢幕保護 防窺膜 鋼化膜,66383349340,"12 / 12pro,鋼化膜",20,no_url,https://deo.shopeemobile.com/shopee/shopee-seller-live-sg/mmf_portal_seller_root_dir/static/modules/product-list/image/default-item-model-image.2601159.png,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「iphone 钢化膜 防窥膜」,site_search,,iphone 钢化膜 防窥膜,2026-09-09T04:04:45Z,
P1_no_url,18644662056,隔日到貨🔥 雙孔快充頭 20W 30W Type-C充電頭 POLYWELL PD 充電器 豆腐頭 蘋果安卓 充電線,164420969842,20W快充頭,20,no_url,https://cf.shopee.tw/file/aa2e94654623ac2891eef3c4b1485cbe_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,9969182845,隔日到貨🔥 iPhone 保護貼 17 16 15 14 13 12 11 螢幕貼 滿版玻璃 螢幕保護 防窺膜 鋼化膜,66383349339,"XR/11,防窺膜",20,no_url,https://deo.shopeemobile.com/shopee/shopee-seller-live-sg/mmf_portal_seller_root_dir/static/modules/product-list/image/default-item-model-image.2601159.png,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「iphone 钢化膜 防窥膜」,site_search,,iphone 钢化膜 防窥膜,2026-09-09T04:04:45Z,
P1_no_url,25252473631,隔日到貨🔥 格紋小方包 化妝包 B20 收納包 便攜 洗漱包 包包 日韓 少女 小包,204787948797,黃格子,20,no_url,https://cf.shopee.tw/file/tw-11134207-7r98u-los5q3err7co68_tn,,,,,no_candidate,,,,,,,同上，沒找到黃格子化妝小方包。,planC_reuse,,格纹小方包 化妆包 黄格子,2026-09-09T02:51:57Z,planC_no_candidate
P1_no_url,9969182845,隔日到貨🔥 iPhone 保護貼 17 16 15 14 13 12 11 螢幕貼 滿版玻璃 螢幕保護 防窺膜 鋼化膜,66383349341,"12 / 12pro,防窺膜",20,no_url,https://deo.shopeemobile.com/shopee/shopee-seller-live-sg/mmf_portal_seller_root_dir/static/modules/product-list/image/default-item-model-image.2601159.png,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「iphone 钢化膜 防窥膜」,site_search,,iphone 钢化膜 防窥膜,2026-09-09T04:04:45Z,
P1_no_url,25252473631,隔日到貨🔥 格紋小方包 化妝包 B20 收納包 便攜 洗漱包 包包 日韓 少女 小包,204787948798,綠格子,20,no_url,https://cf.shopee.tw/file/tw-11134207-7r98t-los5q3jhkauw85_tn,,,,,no_candidate,,,,,,,同上，沒找到綠格子化妝小方包。,planC_reuse,,格纹小方包 化妆包 绿格子,2026-09-09T02:51:57Z,planC_no_candidate
P1_no_url,25592099386,隔日到貨🔥 日系字母素色內褲 女生無痕內褲 舒適內褲 冰絲 內褲 冰絲涼感 緊身 運動 女內褲 無痕內褲 暑假,188265663723,"條紋,M",20,no_url,https://cf.shopee.tw/file/tw-11134207-7rbk1-m6v3ztqco9j30a_tn,,,,,no_candidate,,,,,,,resume 全站搜「日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内」有結果但 SKU／款名對不上,site_search,,日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内,2026-09-09T03:52:57Z,
P1_no_url,25592099386,隔日到貨🔥 日系字母素色內褲 女生無痕內褲 舒適內褲 冰絲 內褲 冰絲涼感 緊身 運動 女內褲 無痕內褲 暑假,188265663711,"黑色,M",10,no_url,https://cf.shopee.tw/file/tw-11134207-7rbk6-m6v3zf99w7hg00_tn,,,,,no_candidate,,,,,,,resume 全站搜「日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内」有結果但 SKU／款名對不上,site_search,,日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内,2026-09-09T03:52:57Z,
P1_no_url,9969182845,隔日到貨🔥 iPhone 保護貼 17 16 15 14 13 12 11 螢幕貼 滿版玻璃 螢幕保護 防窺膜 鋼化膜,166628838839,"16 pro / 17,鋼化膜",10,no_url,https://deo.shopeemobile.com/shopee/shopee-seller-live-sg/mmf_portal_seller_root_dir/static/modules/product-list/image/default-item-model-image.2601159.png,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「iphone 钢化膜 防窥膜」,site_search,,iphone 钢化膜 防窥膜,2026-09-09T04:04:45Z,
P1_no_url,19651077286,隔日到貨🔥 iPhone 17 16 15 充電線 Type-C 充電傳輸線 快充線 android 蘋果ipad 安卓,107515001459,"Type-C to C,20公分",10,no_url,https://cf.shopee.tw/file/tw-11134207-81zth-memnxtdrq7lvf4_tn,,,,,no_candidate,,,,,,,resume 全站搜「type-c 充电线」有結果但 SKU／款名對不上,site_search,,type-c 充电线,2026-09-09T03:50:18Z,
P1_no_url,18644662056,隔日到貨🔥 雙孔快充頭 20W 30W Type-C充電頭 POLYWELL PD 充電器 豆腐頭 蘋果安卓 充電線,137030286155,30W快充頭,10,no_url,https://cf.shopee.tw/file/sg-11134201-22100-bepk6pao79ivdd_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,25592099386,隔日到貨🔥 日系字母素色內褲 女生無痕內褲 舒適內褲 冰絲 內褲 冰絲涼感 緊身 運動 女內褲 無痕內褲 暑假,188265663716,"白色,XL",10,no_url,https://cf.shopee.tw/file/tw-11134207-7rbk9-m6v3zq65vuuc92_tn,,,,,no_candidate,,,,,,,resume 全站搜「日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内」有結果但 SKU／款名對不上,site_search,,日系字母素色内裤女生无痕内裤舒适内裤冰丝内裤冰丝凉感紧身运动女内裤无痕内,2026-09-09T03:52:57Z,
P1_no_url,9969182845,隔日到貨🔥 iPhone 保護貼 17 16 15 14 13 12 11 螢幕貼 滿版玻璃 螢幕保護 防窺膜 鋼化膜,66383349348,"XS MAX/11 pro max,鋼化膜",10,no_url,https://deo.shopeemobile.com/shopee/shopee-seller-live-sg/mmf_portal_seller_root_dir/static/modules/product-list/image/default-item-model-image.2601159.png,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「iphone 钢化膜 防窥膜」,site_search,,iphone 钢化膜 防窥膜,2026-09-09T04:04:45Z,
P1_no_url,23244459752,隔日到貨🔥 韓系 帆布袋 B37 帆布包 單肩包 帆布袋 手提袋 單肩包 提袋 環保袋 購物袋 收納包 簡約文青,167688526088,Oft.Paris,10,no_url,https://cf.shopee.tw/file/tw-11134207-7quky-lhlii7gghxam4c_tn,,,,,no_candidate,,,,,,,Oft.Paris 印花帆布袋：同商品活頁沒這款字樣／圖案。,planC_reuse,,帆布袋 单肩 Oft.Paris,2026-09-09T02:51:57Z,planC_no_candidate
P1_no_url,23244459752,隔日到貨🔥 韓系 帆布袋 B37 帆布包 單肩包 帆布袋 手提袋 單肩包 提袋 環保袋 購物袋 收納包 簡約文青,167688526091,彩虹梨包,10,no_url,https://cf.shopee.tw/file/tw-11134207-7qul5-lhliqlw5x2ts80_tn,,,,,no_candidate,,,,,,,帆布袋「彩虹梨包」：活頁是小熊迷你包或素色手提，沒有彩虹梨印花。,planC_reuse,,帆布袋 单肩 彩虹梨,2026-09-09T02:51:57Z,planC_no_candidate
P1_no_url,25083447472,隔日到貨🔥 ins韓風 手機殼吊飾 Airpods殼吊飾 手機殼掛飾 手機掛件 掛飾 手機吊飾 手機掛繩 掛繩,226541342229,黃色花朵,10,no_url,https://cf.shopee.tw/file/tw-11134207-7r991-lxno9eo611d2bc_tn,,,,,with_candidate,https://detail.1688.com/offer/736640738967.html,736640738967,【非小号】黄云,5800635676263,【非小号】黄云,低,兄弟／原檔 736640738967：顏色對上,same_shop,,,2026-09-09T02:27:44Z,
P1_no_url,24032554030,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套 充電套,118388600937,套裝 - 聖誕帽棕熊,10,no_url,https://cf.shopee.tw/file/tw-11134207-7r98x-lulvspws0gza0e_tn,,,,,no_candidate,,,,,,,聖誕帽棕熊充電套裝：布叮有「棕熊」咬線器、肥猪有「圣诞老人」四件套，都對不上聖誕帽棕熊套裝。,planC_reuse,,充电器保护套 20W 圣诞帽 棕熊,2026-09-09T02:51:57Z,planC_no_candidate
